,online,reservations,rating,votes,location,rest_type,cost_for_two,type
17349,Yes,No,3.2,37,Hennur,Quick Bites,300,Dine-out
9854,Yes,No,4.2,133,Cunningham Road,Casual Dining,1500,Dine-out
455,Yes,No,3.9,750,Basavanagudi,Casual Dining,500,Delivery
28863,Yes,No,4.4,406,Seshadripuram,Dessert Parlor,400,Desserts
20363,No,No,4.1,445,Koramangala 4th Block,Dessert Parlor,400,Desserts
9286,No,Yes,4.3,152,Ulsoor,Other,2800,Buffet
19283,Yes,Yes,4.9,2235,Koramangala 5th Block,"Casual Dining, Bar",1500,Delivery
12020,Yes,No,3.2,11,Bommanahalli,Bakery,400,Desserts
23222,No,No,3.3,4,Residency Road,Other,1000,Dine-out
15304,Yes,No,3.6,33,JP Nagar,Quick Bites,200,Delivery
26501,Yes,No,4.3,7574,Church Street,Other,1500,Dine-out
30045,Yes,No,3.6,30,Bellandur,Quick Bites,400,Delivery
30083,Yes,Yes,4.2,1034,Bellandur,Casual Dining,1200,Delivery
20069,Yes,No,4.3,1902,Koramangala 5th Block,Dessert Parlor,400,Delivery
30150,Yes,No,3.6,116,Sarjapur Road,Casual Dining,700,Delivery
18409,Yes,No,3.5,888,Koramangala 7th Block,Casual Dining,650,Dine-out
3646,No,No,3.0,13,Bellandur,Casual Dining,400,Dine-out
500,Yes,No,4.0,73,Basavanagudi,Bakery,300,Desserts
12211,Yes,No,3.5,234,HSR,Quick Bites,400,Dine-out
16557,No,No,4.0,241,Kalyan Nagar,Cafe,600,Dine-out
23214,No,No,3.8,52,Richmond Road,Casual Dining,1200,Dine-out
21339,No,Yes,4.5,578,Koramangala 6th Block,Other,1000,Drinks & nightlife
2098,No,No,3.2,4,JP Nagar,Quick Bites,200,Dine-out
13343,No,Yes,4.1,210,Indiranagar,Casual Dining,1500,Dine-out
18786,Yes,No,4.2,468,BTM,Quick Bites,400,Dine-out
10216,Yes,No,3.7,54,Electronic City,Dessert Parlor,450,Delivery
13580,Yes,Yes,4.2,217,Domlur,Casual Dining,1500,Dine-out
17133,Yes,Yes,4.0,183,Kalyan Nagar,Casual Dining,1000,Dine-out
16995,Yes,No,3.9,197,Kammanahalli,Casual Dining,600,Dine-out
8052,Yes,No,2.8,5,HSR,Quick Bites,200,Delivery
22325,Yes,No,3.7,592,Seshadripuram,Quick Bites,250,Delivery
28356,No,Yes,3.6,40,Indiranagar,Casual Dining,700,Dine-out
30781,Yes,Yes,4.4,2232,Bellandur,Other,1400,Drinks & nightlife
21178,No,Yes,4.7,3632,Koramangala 1st Block,Casual Dining,1600,Dine-out
22965,No,No,4.6,986,MG Road,Other,3000,Dine-out
30935,Yes,No,3.9,91,Whitefield,Quick Bites,250,Delivery
24528,Yes,No,3.8,18,Rajajinagar,Quick Bites,250,Dine-out
31804,Yes,No,3.0,52,Whitefield,Quick Bites,400,Dine-out
9387,Yes,No,3.8,106,Ulsoor,Quick Bites,500,Delivery
9657,No,Yes,4.2,3119,Lavelle Road,Other,2500,Dine-out
15889,No,No,3.6,17,Banaswadi,Quick Bites,400,Cafes
22474,Yes,No,4.2,744,Cunningham Road,Cafe,750,Delivery
22682,No,Yes,4.3,2698,Brigade Road,Other,1300,Delivery
4052,No,No,3.7,19,Vasanth Nagar,Other,1100,Cafes
25704,No,No,3.2,7,Marathahalli,Quick Bites,300,Dine-out
9294,No,Yes,4.3,614,Residency Road,Other,3400,Buffet
25555,Yes,No,3.6,85,Marathahalli,Casual Dining,600,Dine-out
25132,Yes,No,4.1,685,Marathahalli,Quick Bites,200,Delivery
3736,No,No,3.73178,0,Bellandur,Other,450,Dine-out
19926,Yes,No,2.9,62,Jayanagar,Other,650,Delivery
26645,Yes,No,4.2,288,St. Marks Road,Quick Bites,500,Dine-out
26637,No,No,4.1,364,Richmond Road,Quick Bites,400,Dine-out
14047,Yes,No,3.9,183,BTM,Quick Bites,300,Delivery
17105,Yes,No,3.8,21,Kalyan Nagar,Casual Dining,850,Dine-out
15501,No,No,3.5,11,Kumaraswamy Layout,Other,250,Desserts
28508,No,No,3.3,4,Domlur,"Casual Dining, Bar",500,Pubs and bars
2755,Yes,No,3.4,13,Jayanagar,Quick Bites,400,Dine-out
3212,Yes,No,3.6,27,Sarjapur Road,Bakery,400,Delivery
27466,Yes,Yes,4.1,880,Indiranagar,Casual Dining,1200,Buffet
15330,Yes,No,3.3,117,Kumaraswamy Layout,Quick Bites,250,Delivery
26812,No,Yes,4.1,338,MG Road,"Casual Dining, Bar",1800,Pubs and bars
26409,No,No,4.0,29,Brigade Road,Cafe,450,Desserts
8408,No,Yes,4.4,201,BTM,Casual Dining,1300,Dine-out
4721,No,No,4.3,521,Lavelle Road,Other,1400,Desserts
12439,No,Yes,4.7,7152,Indiranagar,Casual Dining,1600,Buffet
11464,No,No,3.73178,0,Bommanahalli,Other,350,Cafes
5965,No,No,4.1,122,Marathahalli,Quick Bites,200,Delivery
11584,No,No,3.73178,0,HSR,"Takeaway, Delivery",400,Delivery
8254,No,No,3.5,7,BTM,Other,300,Desserts
18698,No,No,3.7,32,Ejipura,Quick Bites,500,Dine-out
30525,Yes,No,3.9,72,Sarjapur Road,Quick Bites,200,Dine-out
4096,Yes,No,3.8,97,Vasanth Nagar,Delivery,750,Delivery
6459,Yes,No,3.3,244,Brookefield,Quick Bites,400,Dine-out
26999,Yes,No,3.5,15,New BEL Road,Quick Bites,550,Delivery
1565,No,No,3.73178,0,BTM,Casual Dining,600,Delivery
7711,Yes,No,3.1,5,Koramangala 4th Block,Delivery,400,Delivery
25063,No,No,3.2,7,Brookefield,Quick Bites,250,Delivery
27907,No,No,3.4,4,CV Raman Nagar,Quick Bites,200,Delivery
30400,Yes,No,3.9,78,Bellandur,Other,500,Desserts
7111,Yes,No,4.1,230,JP Nagar,Bakery,500,Delivery
19286,Yes,No,3.5,124,HSR,Casual Dining,550,Delivery
15779,No,No,3.4,9,Kanakapura Road,Casual Dining,550,Dine-out
26168,Yes,No,4.3,194,Indiranagar,Cafe,400,Delivery
31778,No,No,3.9,346,Whitefield,Other,400,Dine-out
11155,No,No,3.3,6,Frazer Town,Quick Bites,300,Delivery
18359,Yes,No,4.1,1959,Koramangala 6th Block,Casual Dining,650,Dine-out
21941,Yes,No,4.4,951,Koramangala 5th Block,Cafe,900,Dine-out
25390,No,No,4.0,51,Marathahalli,Dessert Parlor,300,Desserts
1780,Yes,No,3.0,38,Bannerghatta Road,Casual Dining,550,Dine-out
17510,Yes,No,4.0,138,Koramangala 8th Block,Quick Bites,250,Delivery
9613,No,No,4.2,220,St. Marks Road,Dessert Parlor,150,Desserts
7463,Yes,No,3.9,1189,BTM,Quick Bites,500,Delivery
4422,No,No,2.8,44,Brigade Road,Cafe,700,Delivery
2679,Yes,Yes,4.1,442,Jayanagar,Other,1200,Dine-out
17012,No,No,3.2,6,Kammanahalli,Casual Dining,450,Dine-out
11370,No,No,3.7,61,Cunningham Road,Quick Bites,200,Dine-out
18121,No,No,3.9,43,Koramangala 5th Block,Other,200,Desserts
19521,Yes,No,3.8,81,HSR,Quick Bites,800,Delivery
3591,Yes,No,3.7,66,Bellandur,Casual Dining,550,Dine-out
20351,Yes,Yes,4.4,103,Koramangala 8th Block,Cafe,700,Desserts
8584,Yes,No,3.9,170,BTM,Quick Bites,300,Dine-out
25030,Yes,No,3.6,38,Brookefield,Quick Bites,300,Delivery
25094,No,No,3.3,7,Marathahalli,Other,400,Delivery
9416,No,No,4.2,176,Frazer Town,Casual Dining,500,Delivery
2056,Yes,No,3.1,64,JP Nagar,Casual Dining,750,Dine-out
31437,Yes,No,4.0,132,Whitefield,Dessert Parlor,300,Desserts
4553,Yes,No,3.9,84,Race Course Road,Other,1500,Delivery
21453,Yes,No,4.0,414,Koramangala 5th Block,Quick Bites,300,Delivery
10085,Yes,No,3.8,70,Electronic City,Quick Bites,350,Delivery
641,Yes,No,3.5,88,Banashankari,Quick Bites,350,Dine-out
5361,No,No,3.7,22,Vasanth Nagar,Other,1100,Dine-out
21655,Yes,No,3.8,38,Wilson Garden,Quick Bites,250,Delivery
4427,Yes,No,4.1,391,Cunningham Road,Casual Dining,600,Delivery
23767,Yes,No,2.9,88,Rajajinagar,Quick Bites,200,Delivery
16076,Yes,Yes,3.9,36,Kalyan Nagar,Casual Dining,800,Delivery
26010,No,No,4.4,2650,Church Street,Cafe,600,Cafes
25411,No,No,3.2,40,Marathahalli,Other,400,Desserts
4429,Yes,Yes,4.1,450,Church Street,Casual Dining,1000,Delivery
26297,Yes,Yes,4.3,969,Church Street,Cafe,750,Delivery
3774,No,Yes,4.5,3421,Marathahalli,Casual Dining,1300,Dine-out
16600,No,No,3.1,9,Kalyan Nagar,Quick Bites,400,Dine-out
5854,Yes,No,3.5,10,Whitefield,Delivery,450,Delivery
24884,Yes,Yes,4.6,2906,Marathahalli,Other,600,Delivery
11587,No,No,3.73178,0,HSR,Other,150,Delivery
25080,No,No,3.2,4,Brookefield,Quick Bites,400,Delivery
13054,Yes,No,3.7,216,East Bangalore,Other,450,Delivery
24550,No,No,3.73178,0,Basaveshwara Nagar,Quick Bites,300,Dine-out
10494,No,No,3.73178,0,Electronic City,Delivery,700,Desserts
14550,Yes,No,3.9,48,JP Nagar,Other,100,Desserts
1615,Yes,No,3.73178,0,Bannerghatta Road,Quick Bites,300,Delivery
3973,No,No,3.3,13,Richmond Road,Casual Dining,600,Buffet
17834,Yes,No,4.2,163,HSR,Quick Bites,300,Delivery
30030,Yes,No,3.3,9,Sarjapur Road,Quick Bites,200,Delivery
30906,Yes,No,3.3,65,"ITPL Main Road, Whitefield",Quick Bites,300,Delivery
15203,Yes,No,3.9,50,Bannerghatta Road,Cafe,600,Cafes
30422,Yes,No,4.6,1324,Sarjapur Road,Other,1500,Dine-out
23528,No,No,3.5,7,City Market,Quick Bites,200,Dine-out
1561,No,No,2.6,75,BTM,Quick Bites,400,Delivery
25628,Yes,No,2.6,346,Marathahalli,Casual Dining,700,Dine-out
17383,No,Yes,4.7,3617,Koramangala 1st Block,Casual Dining,1600,Buffet
9815,Yes,No,4.3,285,St. Marks Road,Quick Bites,500,Dine-out
20798,No,No,3.6,22,BTM,Cafe,500,Cafes
17156,Yes,No,3.0,51,HBR Layout,Casual Dining,700,Dine-out
26566,No,No,4.1,801,Residency Road,Casual Dining,800,Dine-out
20280,Yes,No,3.5,9,BTM,Quick Bites,300,Delivery
3597,No,No,3.0,120,Bellandur,Casual Dining,1000,Dine-out
30622,Yes,No,3.9,150,Bellandur,Casual Dining,650,Dine-out
394,Yes,No,3.8,70,Banashankari,Quick Bites,100,Delivery
20784,No,No,3.7,46,Koramangala 1st Block,Cafe,600,Cafes
14662,No,No,3.8,46,Jayanagar,Cafe,400,Dine-out
30760,No,No,3.6,12,Bellandur,Other,400,Dine-out
4402,Yes,No,3.1,6,Ulsoor,Bakery,400,Delivery
18152,No,No,3.3,9,Koramangala 7th Block,Other,150,Desserts
27603,No,No,3.5,11,Marathahalli,Quick Bites,400,Delivery
8831,Yes,No,4.0,957,Koramangala 7th Block,Casual Dining,500,Dine-out
16101,Yes,No,3.7,301,Kammanahalli,Casual Dining,750,Delivery
27275,No,No,3.3,7,New BEL Road,Casual Dining,500,Dine-out
19266,Yes,No,4.1,511,Koramangala 6th Block,Dessert Parlor,500,Delivery
5717,Yes,No,3.6,18,Whitefield,Quick Bites,500,Delivery
25443,Yes,No,3.3,14,Brookefield,Dessert Parlor,250,Desserts
31808,Yes,No,3.2,42,Whitefield,Quick Bites,200,Dine-out
2057,No,No,3.5,65,JP Nagar,Casual Dining,750,Dine-out
15597,No,No,3.73178,0,JP Nagar,Casual Dining,550,Dine-out
31710,No,No,3.6,27,Whitefield,Other,1500,Dine-out
13775,Yes,No,3.1,23,"ITPL Main Road, Whitefield",Casual Dining,400,Dine-out
31422,Yes,No,4.4,1061,Whitefield,Delivery,500,Desserts
12429,Yes,No,3.9,1245,HSR,"Casual Dining, Bar",1400,Pubs and bars
31323,No,No,3.2,167,Whitefield,Casual Dining,450,Delivery
31594,Yes,Yes,3.9,548,Whitefield,Other,1500,Dine-out
28717,No,No,3.4,9,Malleshwaram,Quick Bites,300,Delivery
18873,Yes,No,3.6,23,BTM,Quick Bites,350,Dine-out
24458,No,Yes,4.5,2711,New BEL Road,Other,1200,Dine-out
21784,No,Yes,4.4,329,Koramangala 5th Block,Casual Dining,1200,Delivery
27361,No,No,3.6,16,New BEL Road,Quick Bites,200,Dine-out
4098,Yes,No,4.0,624,Race Course Road,Other,450,Delivery
28131,No,No,3.1,6,Old Airport Road,Quick Bites,200,Dine-out
21055,No,No,4.7,14717,Koramangala 5th Block,Other,900,Delivery
31638,Yes,No,2.8,32,Whitefield,Quick Bites,400,Dine-out
14349,Yes,Yes,4.1,1885,Jayanagar,Casual Dining,1200,Delivery
26622,No,Yes,4.0,103,Residency Road,Casual Dining,1900,Dine-out
27718,Yes,No,4.2,1216,Indiranagar,Cafe,600,Delivery
1408,No,No,3.7,40,Bannerghatta Road,Quick Bites,350,Delivery
973,Yes,No,4.1,381,BTM,Quick Bites,250,Delivery
15583,Yes,No,4.1,2402,JP Nagar,Casual Dining,750,Dine-out
11217,No,No,4.1,219,Frazer Town,Dessert Parlor,400,Desserts
20895,Yes,Yes,4.2,1155,HSR,Casual Dining,1800,Delivery
8204,Yes,Yes,4.0,280,Koramangala 4th Block,"Casual Dining, Bar",1500,Delivery
17293,Yes,No,3.8,27,Kalyan Nagar,Quick Bites,250,Dine-out
29284,No,No,3.8,62,St. Marks Road,Casual Dining,400,Delivery
16720,Yes,No,4.4,1418,Kammanahalli,Quick Bites,300,Dine-out
18898,No,No,3.4,5,BTM,Quick Bites,250,Dine-out
3678,Yes,No,3.7,37,Bellandur,Quick Bites,400,Dine-out
5681,Yes,No,3.4,308,Marathahalli,Quick Bites,300,Delivery
13715,Yes,Yes,4.0,419,Old Airport Road,"Casual Dining, Bar",1400,Dine-out
21159,No,Yes,4.5,7862,Koramangala 4th Block,Other,1800,Dine-out
10653,No,No,3.73178,0,Electronic City,Other,300,Dine-out
25260,Yes,No,3.6,31,Marathahalli,Casual Dining,700,Delivery
7854,No,No,3.5,31,BTM,Quick Bites,300,Delivery
21060,No,Yes,4.5,686,Koramangala 5th Block,Casual Dining,1400,Delivery
8212,Yes,No,3.5,7,HSR,Quick Bites,100,Delivery
19970,Yes,No,3.2,7,Koramangala 4th Block,Other,200,Delivery
24702,Yes,No,3.9,17,"Varthur Main Road, Whitefield","Takeaway, Delivery",250,Delivery
594,Yes,No,3.8,505,Banashankari,Quick Bites,450,Dine-out
4549,No,Yes,4.4,2039,Lavelle Road,"Casual Dining, Bar",1200,Delivery
20754,Yes,Yes,4.0,1515,Koramangala 3rd Block,Cafe,900,Cafes
10043,No,No,3.7,28,Electronic City,Cafe,900,Cafes
22284,No,No,3.7,16,MG Road,Cafe,250,Cafes
8108,No,No,4.0,181,Koramangala 5th Block,Other,150,Delivery
2473,No,No,3.73178,0,City Market,Other,300,Delivery
6101,Yes,No,3.4,6,Brookefield,Cafe,200,Delivery
30335,No,No,3.5,7,Bellandur,Quick Bites,200,Delivery
1922,Yes,No,3.1,81,Bannerghatta Road,Quick Bites,200,Dine-out
17443,Yes,Yes,4.2,872,Koramangala 5th Block,Cafe,600,Cafes
13384,Yes,Yes,4.1,80,Indiranagar,Casual Dining,1200,Dine-out
30332,No,No,3.73178,0,Bellandur,Other,800,Delivery
26320,No,No,2.5,301,MG Road,Quick Bites,250,Delivery
6260,Yes,No,3.4,7,Whitefield,Quick Bites,350,Delivery
8142,No,No,3.73178,0,Bommanahalli,Delivery,400,Delivery
23479,No,No,3.2,12,Majestic,"Casual Dining, Bar",700,Dine-out
22871,No,No,3.9,66,Brigade Road,Dessert Parlor,200,Desserts
30419,Yes,Yes,4.4,1476,Sarjapur Road,Other,1500,Dine-out
6196,Yes,No,3.7,38,Whitefield,Quick Bites,300,Delivery
24828,Yes,No,3.1,16,Brookefield,Delivery,300,Delivery
6007,No,No,3.2,4,Whitefield,"Takeaway, Delivery",600,Delivery
17601,Yes,Yes,4.2,1701,Koramangala 5th Block,Cafe,650,Delivery
961,Yes,No,3.5,89,Bannerghatta Road,Quick Bites,500,Delivery
27769,Yes,No,3.5,10,Indiranagar,Quick Bites,600,Delivery
9232,No,Yes,4.0,165,BTM,Other,1100,Pubs and bars
30551,Yes,No,3.6,78,Sarjapur Road,Quick Bites,500,Dine-out
1954,Yes,No,3.3,4,Bannerghatta Road,Other,300,Dine-out
6055,No,No,3.73178,0,Marathahalli,Quick Bites,600,Delivery
11218,No,No,4.0,102,Frazer Town,Quick Bites,150,Desserts
1740,Yes,Yes,3.8,500,Bannerghatta Road,Casual Dining,1000,Dine-out
28300,No,Yes,4.0,244,Indiranagar,Other,1500,Dine-out
26991,Yes,No,3.4,43,New BEL Road,Quick Bites,350,Delivery
28452,No,Yes,4.2,242,Indiranagar,Other,1500,Drinks & nightlife
17729,Yes,No,3.6,31,BTM,Other,150,Delivery
15460,No,No,3.73178,0,Bannerghatta Road,Quick Bites,150,Delivery
16447,Yes,No,3.9,90,Kalyan Nagar,Dessert Parlor,300,Desserts
12460,Yes,Yes,4.2,217,Domlur,Casual Dining,1500,Buffet
15683,Yes,No,2.7,426,Bannerghatta Road,Casual Dining,400,Dine-out
26775,No,No,4.3,1721,Church Street,Other,1300,Drinks & nightlife
15245,Yes,No,3.4,26,JP Nagar,"Takeaway, Delivery",150,Delivery
28003,No,No,3.1,6,Thippasandra,Other,300,Desserts
10402,No,No,3.6,25,Electronic City,Quick Bites,400,Delivery
21242,No,Yes,4.1,1241,Koramangala 5th Block,Other,1500,Dine-out
18242,Yes,Yes,4.1,221,Koramangala 4th Block,Casual Dining,1000,Dine-out
3192,Yes,Yes,4.2,7193,Sarjapur Road,Other,1400,Delivery
5807,Yes,No,2.8,511,Whitefield,Quick Bites,350,Delivery
21901,No,Yes,4.7,4464,Koramangala 5th Block,Other,1000,Dine-out
1454,No,No,3.73178,0,Bannerghatta Road,Delivery,200,Delivery
2653,Yes,No,4.0,157,Basavanagudi,Quick Bites,600,Dine-out
9492,No,No,3.73178,0,Frazer Town,Casual Dining,550,Delivery
11643,No,No,3.73178,0,HSR,Delivery,600,Delivery
25293,No,No,3.2,4,Marathahalli,Quick Bites,350,Delivery
8253,Yes,No,4.0,207,BTM,Other,500,Desserts
24614,No,Yes,4.5,785,Marathahalli,Other,2700,Buffet
18766,Yes,No,4.3,83,HSR,Casual Dining,650,Dine-out
8097,No,No,4.1,674,Koramangala 5th Block,Casual Dining,650,Delivery
3098,Yes,No,3.5,11,Bellandur,Casual Dining,400,Delivery
22362,Yes,No,3.5,44,Ulsoor,Quick Bites,100,Delivery
15131,No,No,3.3,5,BTM,Quick Bites,400,Dine-out
19022,No,No,3.8,38,Koramangala 6th Block,Casual Dining,900,Buffet
6822,No,No,3.73178,0,Marathahalli,Quick Bites,350,Dine-out
633,No,No,3.6,71,Banashankari,Quick Bites,250,Dine-out
30287,Yes,No,3.3,7,Bellandur,Quick Bites,400,Delivery
6961,No,No,3.6,16,Koramangala 5th Block,Cafe,500,Cafes
24879,No,No,3.4,58,Marathahalli,Casual Dining,900,Delivery
18357,Yes,No,4.0,960,Koramangala 7th Block,Casual Dining,500,Dine-out
12262,No,No,2.6,91,HSR,Quick Bites,200,Dine-out
2940,Yes,No,3.8,135,Sarjapur Road,Casual Dining,400,Delivery
18209,No,No,4.4,1224,Koramangala 4th Block,Cafe,800,Dine-out
1032,Yes,No,3.4,17,Jayanagar,Quick Bites,100,Delivery
27470,No,Yes,4.0,1231,Indiranagar,Casual Dining,800,Buffet
12906,No,No,3.4,946,Indiranagar,Casual Dining,500,Delivery
2423,Yes,No,3.1,68,Jayanagar,Quick Bites,550,Delivery
23633,No,Yes,4.3,354,Sadashiv Nagar,Casual Dining,1400,Buffet
11629,No,No,3.5,136,HSR,Casual Dining,600,Delivery
29004,No,No,3.2,11,Basaveshwara Nagar,Quick Bites,300,Dine-out
15121,No,No,3.6,42,BTM,Quick Bites,400,Dine-out
18307,No,Yes,4.0,2158,Koramangala 5th Block,Other,1000,Dine-out
26452,No,No,4.6,988,MG Road,Other,3000,Dine-out
28935,No,No,3.0,75,Rajajinagar,Quick Bites,300,Dine-out
15911,Yes,No,3.2,22,Nagawara,Quick Bites,750,Delivery
8599,Yes,No,3.4,6,BTM,Quick Bites,300,Dine-out
22001,No,No,3.8,468,Koramangala 6th Block,Quick Bites,200,Dine-out
19435,Yes,No,3.4,17,BTM,Delivery,600,Delivery
19224,Yes,No,4.1,171,Jayanagar,Quick Bites,400,Delivery
9745,No,Yes,4.3,326,Richmond Road,Casual Dining,1200,Dine-out
16554,Yes,Yes,4.0,178,Kalyan Nagar,Casual Dining,1000,Dine-out
2882,Yes,No,4.1,166,Bellandur,"Takeaway, Delivery",500,Delivery
18414,No,No,4.5,42,Koramangala 5th Block,Casual Dining,800,Dine-out
28329,No,Yes,4.1,95,Domlur,Other,3000,Dine-out
31555,Yes,Yes,4.6,595,Whitefield,Casual Dining,1000,Dine-out
23611,Yes,Yes,4.2,984,Ulsoor,"Casual Dining, Bar",1000,Drinks & nightlife
24290,No,No,2.8,81,Malleshwaram,Casual Dining,600,Dine-out
13597,No,No,3.6,12,Domlur,Other,200,Dine-out
17903,Yes,No,3.4,433,Koramangala 1st Block,Delivery,500,Delivery
17326,No,No,3.4,11,Kalyan Nagar,Quick Bites,400,Dine-out
28167,No,No,3.1,6,Jeevan Bhima Nagar,Quick Bites,200,Dine-out
17769,Yes,No,3.7,92,HSR,Bakery,350,Delivery
13973,Yes,No,4.1,16,BTM,Bakery,200,Delivery
24086,No,No,3.73178,0,Seshadripuram,Quick Bites,150,Delivery
1295,Yes,No,4.2,384,Bannerghatta Road,"Takeaway, Delivery",600,Delivery
8875,No,No,4.0,130,JP Nagar,Quick Bites,300,Dine-out
16350,No,No,3.73178,0,Kammanahalli,Quick Bites,450,Delivery
6208,Yes,No,3.9,51,Brookefield,Quick Bites,500,Delivery
25872,Yes,No,4.0,44,Brookefield,Quick Bites,450,Dine-out
23892,Yes,No,3.7,55,New BEL Road,Cafe,400,Delivery
14449,No,No,3.73178,0,JP Nagar,Delivery,700,Delivery
27596,Yes,No,3.6,32,Jeevan Bhima Nagar,Casual Dining,800,Delivery
7360,Yes,No,3.73178,0,HSR,"Takeaway, Delivery",400,Delivery
20794,Yes,No,3.2,6,BTM,Other,200,Cafes
18421,Yes,No,4.1,1003,Koramangala 5th Block,Casual Dining,700,Dine-out
24771,Yes,No,3.7,494,Marathahalli,Casual Dining,700,Delivery
17131,Yes,No,3.8,191,HBR Layout,Casual Dining,650,Dine-out
12221,Yes,No,3.8,34,HSR,Quick Bites,300,Dine-out
5981,No,No,3.8,688,Marathahalli,Casual Dining,1000,Delivery
20096,No,No,4.2,1534,Koramangala 6th Block,Quick Bites,600,Delivery
590,No,No,4.7,651,Banashankari,Quick Bites,100,Dine-out
27610,Yes,No,2.9,24,Indiranagar,Delivery,500,Delivery
4228,Yes,No,3.8,262,Richmond Road,Casual Dining,850,Delivery
11881,Yes,Yes,4.2,1170,Koramangala 4th Block,Other,1300,Delivery
25932,No,No,3.1,5,Brookefield,Quick Bites,200,Dine-out
6569,No,Yes,4.0,345,Marathahalli,"Casual Dining, Bar",1500,Dine-out
20146,No,No,3.4,8,Koramangala 8th Block,Quick Bites,300,Delivery
22576,Yes,No,3.5,13,Brigade Road,Casual Dining,600,Delivery
22579,Yes,No,2.8,5,City Market,"Takeaway, Delivery",199,Delivery
5265,Yes,No,3.5,58,Shanti Nagar,Quick Bites,300,Dine-out
29670,No,No,3.6,8,Brigade Road,Quick Bites,400,Dine-out
3136,Yes,No,3.7,44,Bellandur,Dessert Parlor,900,Delivery
12071,Yes,Yes,3.9,880,HSR,Casual Dining,1000,Dine-out
15977,Yes,No,4.0,177,Nagawara,Casual Dining,600,Delivery
26567,No,No,3.9,172,Shivajinagar,Casual Dining,500,Dine-out
11638,No,No,3.73178,0,HSR,Other,350,Delivery
21846,Yes,No,3.6,18,Koramangala 6th Block,Dessert Parlor,300,Desserts
8379,No,No,3.73178,0,Jayanagar,Other,250,Desserts
15814,Yes,No,3.6,241,Kumaraswamy Layout,Quick Bites,300,Dine-out
9695,No,Yes,4.3,668,Residency Road,Casual Dining,2000,Dine-out
15314,Yes,No,4.4,677,Bannerghatta Road,Other,500,Delivery
4316,Yes,No,3.5,7,Ulsoor,Quick Bites,200,Delivery
4674,Yes,No,3.5,8,Frazer Town,Dessert Parlor,200,Delivery
14639,Yes,No,4.0,137,Jayanagar,Quick Bites,350,Dine-out
8968,Yes,No,3.6,64,Bommanahalli,Casual Dining,400,Dine-out
9982,No,Yes,4.2,1427,MG Road,Other,1500,Pubs and bars
18744,No,Yes,4.6,650,HSR,Other,850,Dine-out
16712,No,No,3.4,7,Kammanahalli,Casual Dining,600,Dine-out
11183,No,No,3.6,24,Vasanth Nagar,Quick Bites,300,Delivery
31830,Yes,No,3.8,28,Whitefield,Quick Bites,700,Dine-out
4764,No,No,3.6,15,Shivajinagar,Bakery,100,Desserts
16876,Yes,No,3.6,92,Banaswadi,Quick Bites,400,Dine-out
11517,Yes,No,3.8,77,HSR,Cafe,650,Delivery
24483,Yes,No,3.8,101,Rajajinagar,Quick Bites,350,Dine-out
11041,Yes,Yes,4.4,2230,Lavelle Road,Other,3000,Delivery
19533,Yes,Yes,4.3,342,Koramangala 4th Block,Quick Bites,450,Delivery
824,No,No,3.73178,0,Bannerghatta Road,Delivery,300,Cafes
12443,Yes,Yes,4.3,3275,Indiranagar,Casual Dining,1400,Buffet
23706,Yes,No,4.1,935,Malleshwaram,Casual Dining,700,Delivery
3275,Yes,No,3.5,43,Sarjapur Road,Delivery,450,Delivery
28326,No,No,3.8,20,Indiranagar,Cafe,300,Dine-out
24559,Yes,No,3.4,22,Rajajinagar,Quick Bites,300,Dine-out
27667,Yes,No,4.4,593,Thippasandra,Quick Bites,800,Delivery
22759,No,No,3.6,15,Central Bangalore,Other,350,Delivery
17835,Yes,No,3.4,24,BTM,Quick Bites,500,Delivery
4876,Yes,No,3.6,104,Brigade Road,Cafe,800,Dine-out
20907,Yes,No,4.3,3461,Koramangala 7th Block,Casual Dining,600,Delivery
9717,No,Yes,4.2,1428,Ulsoor,Other,1300,Dine-out
6608,Yes,Yes,3.5,151,Marathahalli,Casual Dining,800,Dine-out
5089,Yes,No,3.6,82,Shanti Nagar,Casual Dining,500,Dine-out
25088,No,No,3.73178,0,Kaggadasapura,Quick Bites,300,Delivery
21794,No,No,3.0,30,Wilson Garden,Quick Bites,400,Delivery
2256,Yes,No,3.9,56,Basavanagudi,Dessert Parlor,400,Delivery
1744,Yes,No,3.8,54,Bannerghatta Road,Cafe,500,Dine-out
16254,No,No,3.73178,0,Kalyan Nagar,Other,250,Delivery
21211,Yes,Yes,4.2,1627,Koramangala 4th Block,Casual Dining,1500,Dine-out
16042,Yes,No,3.7,64,Banaswadi,Quick Bites,400,Delivery
17195,No,No,3.4,28,Kalyan Nagar,Casual Dining,900,Dine-out
868,Yes,No,2.9,172,BTM,Quick Bites,300,Delivery
24201,No,No,3.4,9,Sadashiv Nagar,Bakery,500,Desserts
18910,No,No,3.2,5,HSR,Quick Bites,450,Dine-out
15936,Yes,No,2.6,210,Nagawara,Quick Bites,400,Delivery
28212,No,No,3.6,17,Thippasandra,Quick Bites,500,Dine-out
15213,Yes,No,4.1,418,Jayanagar,Quick Bites,500,Delivery
24112,No,No,3.3,4,Rajajinagar,Quick Bites,400,Delivery
3280,No,No,3.7,128,Bellandur,Other,600,Delivery
31833,Yes,No,3.7,29,Whitefield,Dessert Parlor,450,Dine-out
